name,gender,age,city,platform_primary,platform_secondary,sector,tenure_platform_1_months,tenure_platform_2_months,working_hours_per_day,rating,avg_monthly_earnings,total_earnings,std_dev_earnings,recurring_expenses,cash_inflow_to_outflow_ratio,savings,net_savings_ratio,emergency_fund_months_covered,dependent_count,credit_card_user,credit_score,credit_history_length_months,education,loan_amount_requested,loan_term_months,interest_rate,purpose_of_loan,location_stability,earnings_trend_slope_6mo,num_loan_rejections_6mo,assets_inr,repayment_status
Ikbal Chaudhry,Male,31,Bhatpara,QuickFix,HandyManGo,other,22,16,11,4.250589256019087,25442,305304,2865.04,12734,1.35,10000,0.03,3.9,1,False,,0,graduate,122090,12,20.05,debt_consolidation,stable,0.13,0,{},1.0
Zansi Pant,Female,39,Ludhiana,QuickFix,,other,48,0,9,4.250589256019087,14829,177948,4812.27,7638,1.18,10000,0.06,3.0,0,False,,0,graduate,68734,36,21.01,business,stable,-0.02,0,"{""vehicle"": 151862}",0.0
Chaitanya Yohannan,Male,44,Kozhikode,Instamart,,food_delivery,45,0,8,3.6,33219,398628,6048.62,20549,1.05,0,0.0,3.1,0,False,,0,10th,52072,24,17.03,education,stable,0.02,0,"{""home"": 436885, ""land"": 895575}",0.0
Sai Upadhyay,Female,39,Bilaspur,HouseHelpIndia,KaamWaliBai,domestic,36,35,7,4.250589256019087,28716,344592,5751.68,14614,0.89,10000,0.03,0.2,2,True,751.0,14,graduate,79790,36,16.91,education,stable,-0.16,0,"{""vehicle"": 210069, ""land"": 918453}",0.0
Samar Lata,Male,27,Madhyamgram,HouseHelpIndia,KaamWaliBai,domestic,19,24,8,4.250589256019087,20031,240372,7494.66,13766,0.79,0,0.0,0.2,3,False,,0,12th,21402,24,22.46,vehicle,semi-stable,0.03,0,"{""vehicle"": 202011}",0.0
Anthony Malhotra,Male,41,Patiala,QuickFix,HandyManGo,other,28,31,7,4.250589256019087,18989,227868,5691.94,11457,1.1,0,0.0,0.4,2,False,,0,10th,126239,12,17.24,vehicle,stable,-0.11,1,{},0.0
Chanakya Ravel,Male,24,Korba,Zepto,Zomato,food_delivery,55,58,12,3.8,31461,377532,11971.03,13326,1.36,0,0.0,3.1,1,True,532.0,34,10th,43468,24,14.9,business,semi-stable,0.0,0,"{""vehicle"": 263397, ""home"": 939621}",1.0
Hemangini Pillai,Female,19,Erode,Yes Madam,UrbanClap,beauty,26,25,9,5.0,18208,218496,2401.43,10038,1.01,25000,0.11,1.3,2,False,,0,graduate,75939,12,16.62,vehicle,stable,0.19,0,{},1.0
Abhiram Basak,Male,27,Vellore,Instamart,Swiggy,food_delivery,14,10,10,4.3,25397,304764,5336.23,15141,1.41,0,0.0,3.0,1,False,,0,10th,112227,36,10.42,debt_consolidation,stable,-0.01,0,"{""vehicle"": 279893, ""land"": 479653}",0.0
Gaurika Lalla,Female,45,Anand,QuickFix,HandyManGo,other,37,40,9,4.250589256019087,19448,233376,4663.69,12256,0.88,0,0.0,3.2,2,False,,0,12th,86162,12,11.91,medical,stable,-0.19,0,{},0.0
Pranit Sagar,Male,21,Arrah,QuickFix,HandyManGo,other,44,39,9,4.250589256019087,30019,360228,6194.1,13213,1.15,0,0.0,0.5,2,False,,0,graduate,34391,36,14.2,debt_consolidation,semi-stable,-0.01,0,{},1.0
Praneel Ramanathan,Male,34,Udaipur,Ola,Rapido,cab,40,34,13,4.9,19522,234264,2512.67,11179,0.85,10000,0.04,1.5,3,True,350.0,11,12th,131547,12,17.56,vehicle,stable,-0.01,0,{},1.0
Michael Lad,Male,47,Chittoor,Ola,,cab,3,0,14,4.8,26614,319368,2844.17,11041,1.03,0,0.0,2.7,0,False,,0,10th,30280,24,16.64,business,stable,0.06,0,{},1.0
Damini Bhatti,Female,29,Bangalore,KaamWaliBai,HouseHelpIndia,domestic,3,8,8,4.250589256019087,8000,96000,2617.86,5389,1.16,0,0.0,2.7,0,False,,0,12th,65345,24,15.23,vehicle,stable,0.03,0,"{""vehicle"": 219308}",0.0
Vritti Panchal,Female,22,New Delhi,KaamWaliBai,HouseHelpIndia,domestic,28,31,7,4.250589256019087,21149,253788,2924.58,13217,1.19,0,0.0,3.4,0,False,,0,graduate,106498,36,13.7,vehicle,stable,-0.19,0,"{""vehicle"": 223175, ""home"": 1163167}",0.0
Gautami Modi,Female,19,Haridwar,KaamWaliBai,,domestic,24,0,9,4.250589256019087,29090,349080,7656.74,16866,1.34,25000,0.07,2.4,3,False,,0,10th,124315,12,15.29,vehicle,stable,-0.04,0,{},1.0
Gunbir Kannan,Male,46,Sambalpur,Rapido,,cab,30,0,10,4.1,28562,342744,7291.26,13592,1.23,10000,0.03,3.4,1,False,,0,10th,31468,12,19.43,debt_consolidation,stable,-0.18,0,{},1.0
Kevin Jani,Male,25,Bhopal,Rapido,Ola,cab,11,14,14,4.1,33271,399252,5301.04,20835,0.8,0,0.0,2.5,0,False,,0,10th,69347,36,18.35,vehicle,stable,-0.23,0,"{""vehicle"": 187223}",0.0
Vamakshi Kohli,Female,28,Guna,Yes Madam,UrbanClap,beauty,19,24,7,4.3,19477,233724,2429.39,11101,0.77,0,0.0,0.4,2,False,,0,10th,24642,36,12.01,medical,stable,0.08,1,{},0.0
Victor Kumar,Male,48,Nandyal,Instamart,Swiggy,food_delivery,58,57,9,4.8,16652,199824,3368.43,10920,1.48,10000,0.05,0.7,2,False,,0,12th,24258,12,12.02,business,semi-stable,0.07,0,{},1.0
Isaac Saran,Male,32,Chandigarh,Rapido,Uber,cab,54,50,12,3.7,19291,231492,6473.07,12761,1.14,0,0.0,3.0,1,False,,0,graduate,54122,36,12.19,business,stable,-0.2,0,"{""vehicle"": 120747, ""home"": 875112}",0.0
Qarin Desai,Male,39,Jodhpur,HandyManGo,,other,12,0,6,4.250589256019087,28455,341460,10060.72,19733,0.81,10000,0.03,3.2,1,True,434.0,5,graduate,59988,12,15.93,wedding,stable,0.13,0,{},0.0
Ekantika Maharaj,Female,46,Moradabad,KaamWaliBai,HouseHelpIndia,domestic,58,59,7,4.250589256019087,27744,332928,5317.09,17501,1.5,10000,0.03,3.5,0,False,,0,12th,145038,24,22.13,medical,semi-stable,0.11,0,"{""vehicle"": 134860, ""home"": 879448}",1.0
Aadhya Brar,Female,32,Dhule,UrbanClap,Yes Madam,beauty,42,47,6,3.9,8000,96000,1769.0,5439,1.03,0,0.0,1.1,1,False,,0,12th,79934,36,17.97,vehicle,stable,0.06,0,"{""vehicle"": 141971}",0.0
Anmol Gade,Male,20,Chandrapur,UrbanClap,,beauty,53,0,9,3.8,19226,230712,6652.96,12392,1.29,10000,0.04,1.5,1,False,,0,12th,145966,24,22.92,medical,stable,-0.08,0,{},0.0
Xavier Kibe,Male,47,Eluru,Ola,Uber,cab,28,25,12,4.6,21027,252324,6205.0,13645,1.09,0,0.0,0.3,1,False,,0,12th,24594,12,22.38,wedding,semi-stable,-0.1,0,"{""vehicle"": 181405, ""land"": 388905}",1.0
Chakradhar Dada,Male,30,Malegaon,Rapido,,cab,7,0,11,4.9,17017,204204,2988.9,8670,0.79,0,0.0,1.0,1,False,,0,none,14695,24,15.89,vehicle,semi-stable,-0.0,0,"{""vehicle"": 63547}",0.0
Ayushman Bhat,Male,49,Amravati,Uber,Ola,cab,19,23,12,4.9,16483,197796,4350.59,11148,0.82,10000,0.05,3.8,0,False,,0,12th,74808,12,17.12,debt_consolidation,stable,0.07,2,{},1.0
Utkarsh Apte,Male,48,Chittoor,Ola,Rapido,cab,32,26,11,4.8,23373,280476,3190.23,15123,1.26,0,0.0,2.0,1,False,,0,12th,134353,24,12.65,education,unstable,0.12,0,"{""vehicle"": 80614}",0.0
Azad Pillay,Male,39,Avadi,Ola,Uber,cab,53,53,13,4.0,30852,370224,11992.01,19821,0.81,0,0.0,2.2,3,False,,0,12th,42994,24,16.75,business,stable,-0.09,0,"{""vehicle"": 275317}",1.0
Advik Behl,Male,24,Loni,Swiggy,Zepto,food_delivery,54,59,10,4.5,36765,441180,8199.55,23606,0.98,0,0.0,2.0,1,False,,0,10th,60155,24,11.57,vehicle,stable,-0.1,0,"{""vehicle"": 111626}",1.0
Thomas Loke,Male,48,Katni,Zepto,Instamart,food_delivery,32,36,11,4.5,25363,304356,3517.31,11560,1.35,0,0.0,3.1,2,False,,0,10th,44763,24,14.92,vehicle,stable,-0.02,0,{},1.0
Amol Chandra,Male,21,Madhyamgram,Instamart,Swiggy,food_delivery,25,19,8,4.3,31364,376368,3569.46,20749,1.4,0,0.0,3.3,1,False,,0,graduate,98272,12,16.64,medical,semi-stable,0.01,0,"{""vehicle"": 267746, ""home"": 1287314, ""land"": 782981}",1.0
Aashi Desai,Female,24,Alwar,KaamWaliBai,HouseHelpIndia,domestic,7,10,8,4.250589256019087,33099,397188,3641.11,22926,1.48,10000,0.03,3.0,2,True,774.0,40,none,104291,36,10.22,medical,stable,0.04,0,"{""vehicle"": 229519}",1.0
Yashasvi Dugar,Female,25,Burhanpur,Yes Madam,UrbanClap,beauty,28,26,8,4.9,18030,216360,6134.41,11023,1.06,10000,0.05,2.7,1,True,776.0,52,10th,110651,36,15.18,wedding,stable,0.02,0,"{""vehicle"": 77929, ""home"": 596357}",1.0
Luke Kala,Male,34,Farrukhabad,Rapido,Ola,cab,34,28,10,4.7,27935,335220,5519.27,11175,0.74,25000,0.07,0.5,0,False,,0,none,54315,36,15.69,business,stable,-0.0,0,{},1.0
Oliver Toor,Male,21,Sasaram,Rapido,Ola,cab,17,21,13,4.5,32914,394968,6283.35,18276,0.95,0,0.0,3.5,1,False,,0,graduate,118781,12,10.38,education,stable,0.01,0,{},1.0
Jai Aggarwal,Male,29,Sambhal,Swiggy,Zepto,food_delivery,20,23,8,4.1,27552,330624,4160.24,14511,1.04,10000,0.03,1.5,2,False,,0,10th,136012,12,15.69,education,unstable,0.03,1,"{""land"": 316036}",0.0
Jason Lad,Male,44,Mango,Zomato,Zepto,food_delivery,4,5,10,4.7,23464,281568,3194.32,10885,0.97,0,0.0,2.7,2,True,328.0,1,none,16409,12,12.2,vehicle,semi-stable,-0.2,0,"{""home"": 1102531}",1.0
Raghav Dube,Male,23,Anantapur,QuickFix,HandyManGo,other,15,9,9,4.250589256019087,19816,237792,4996.23,10691,1.23,10000,0.04,0.4,0,False,,0,12th,17018,12,17.26,debt_consolidation,stable,-0.07,1,"{""vehicle"": 162646, ""home"": 353749}",0.0
Girindra Nadkarni,Male,47,Berhampur,Rapido,Uber,cab,28,31,14,3.8,9531,114372,2740.44,4519,0.73,0,0.0,1.8,2,False,,0,10th,75999,24,23.04,medical,stable,0.13,0,{},0.0
Yatan Mital,Male,42,Anantapuram,UrbanPro,,tutoring,53,0,8,4.250589256019087,55936,671232,17231.96,29690,1.33,10000,0.01,2.0,1,True,601.0,33,none,125828,24,19.87,business,stable,-0.1,0,"{""vehicle"": 171913, ""land"": 253181}",1.0
Imaran Bora,Male,39,Haldia,Ola,Uber,cab,58,55,10,3.5,33286,399432,9449.2,16058,1.13,0,0.0,3.5,0,False,,0,12th,122797,12,17.84,business,stable,0.08,0,"{""vehicle"": 86891}",0.0
Darpan Toor,Male,43,Mirzapur,HandyManGo,QuickFix,other,7,10,7,4.250589256019087,24702,296424,9716.26,16388,1.1,25000,0.08,3.5,1,False,,0,12th,42428,36,22.67,education,stable,0.03,0,"{""vehicle"": 130096, ""land"": 926857}",1.0
Riya Atwal,Female,41,Hindupur,Yes Madam,,beauty,16,0,7,3.6,26608,319296,4209.58,14016,1.49,0,0.0,3.5,1,False,,0,10th,114778,24,16.37,education,semi-stable,-0.02,0,"{""home"": 1214733}",0.0
Unni Thaman,Female,49,Thoothukudi,HandyManGo,QuickFix,other,3,4,9,4.250589256019087,8000,96000,3023.76,3599,0.93,10000,0.1,3.9,2,False,,0,graduate,56281,12,19.67,education,stable,0.05,1,{},0.0
Tanish Balay,Male,48,Vellore,Rapido,Ola,cab,50,48,12,3.9,23563,282756,7095.63,15347,1.07,25000,0.09,0.8,1,False,,0,graduate,137067,12,12.51,vehicle,stable,0.01,0,"{""vehicle"": 201203}",1.0
Atharv Dayal,Male,31,Pallavaram,Instamart,Zomato,food_delivery,32,35,12,4.6,12019,144228,2298.08,5050,0.83,0,0.0,1.9,0,False,,0,10th,27385,12,12.44,debt_consolidation,stable,-0.08,1,"{""vehicle"": 289278}",0.0
Victor Ramakrishnan,Male,28,Sasaram,Swiggy,Instamart,food_delivery,5,0,9,4.2,22174,266088,5552.36,13790,1.22,0,0.0,2.9,1,False,,0,graduate,100742,36,19.45,debt_consolidation,unstable,-0.0,0,"{""home"": 1311634}",0.0
Atharv Vig,Male,47,Nangloi Jat,Zomato,Instamart,food_delivery,42,37,10,4.0,24764,297168,6658.82,10625,1.23,0,0.0,3.2,3,False,,0,10th,149965,12,21.73,medical,stable,0.11,0,"{""vehicle"": 184011, ""home"": 1336450}",0.0
Turvi Din,Female,37,Bhalswa Jahangir Pur,KaamWaliBai,HouseHelpIndia,domestic,35,32,7,4.250589256019087,28441,341292,9800.3,19214,1.29,0,0.0,2.9,1,False,,0,10th,28956,24,21.14,wedding,unstable,-0.08,0,"{""vehicle"": 111845}",0.0
Raghav Morar,Male,32,Khammam,HandyManGo,QuickFix,other,20,24,10,4.250589256019087,34468,413616,11695.76,21135,1.27,25000,0.06,3.0,0,True,764.0,24,10th,124322,12,16.46,education,stable,-0.07,0,"{""land"": 129153}",1.0
Fitan Parmar,Male,37,Bihar Sharif,Zepto,Zomato,food_delivery,20,16,9,4.5,17821,213852,5865.99,7173,0.85,10000,0.05,1.9,0,False,,0,12th,30064,36,23.28,business,semi-stable,-0.03,0,"{""vehicle"": 98707}",0.0
Chaitaly Sekhon,Female,26,Ongole,UrbanPro,Vedantu,tutoring,22,16,8,4.250589256019087,30085,361020,11552.21,20439,1.44,0,0.0,3.3,2,False,,0,12th,107868,24,18.15,vehicle,stable,0.06,0,"{""vehicle"": 282263, ""home"": 905930}",0.0
Vivaan Dora,Male,25,Sikar,Vedantu,UrbanPro,tutoring,38,35,7,4.250589256019087,14139,169668,1855.07,9679,0.77,10000,0.06,2.4,2,False,,0,10th,15459,12,11.55,business,semi-stable,-0.02,2,"{""vehicle"": 178786}",0.0
Simon Bhatia,Male,22,Katihar,Swiggy,Instamart,food_delivery,29,32,10,3.9,45548,546576,5249.39,22359,0.86,0,0.0,0.6,1,False,,0,10th,43945,36,22.76,wedding,unstable,0.17,0,{},1.0
Yauvani Thaker,Female,45,Ratlam,Yes Madam,UrbanClap,beauty,4,7,6,3.8,30085,361020,11673.05,13522,1.25,0,0.0,1.0,0,False,,0,graduate,80724,12,17.68,debt_consolidation,stable,-0.09,2,"{""vehicle"": 72963, ""home"": 570801}",0.0
Timothy Seth,Male,18,Udupi,Instamart,,food_delivery,36,0,10,4.6,28701,344412,3062.02,18761,1.02,25000,0.07,0.4,0,False,,0,12th,34638,12,22.52,education,stable,-0.12,0,"{""home"": 406792}",1.0
Gaurang Borra,Male,34,Guna,Zomato,Swiggy,food_delivery,11,13,11,4.7,25398,304776,9725.86,10745,1.03,0,0.0,0.1,3,False,,0,10th,137743,12,14.87,medical,stable,-0.06,0,{},0.0
Mitali Buch,Female,25,Panchkula,Swiggy,Zomato,food_delivery,39,40,10,4.1,37291,447492,9115.15,20335,0.97,0,0.0,1.8,3,False,,0,10th,15139,36,18.46,business,stable,0.09,0,"{""vehicle"": 252455}",1.0
Devansh Trivedi,Male,25,Singrauli,Uber,Ola,cab,14,13,12,4.0,27738,332856,5833.87,13060,1.41,0,0.0,3.8,0,False,,0,10th,99145,12,10.3,wedding,unstable,-0.02,0,"{""vehicle"": 254328}",0.0
Zehaan Brahmbhatt,Male,30,Sambhal,UrbanPro,Vedantu,tutoring,47,51,6,4.250589256019087,25145,301740,8474.45,12122,1.07,10000,0.03,2.4,1,False,,0,none,43733,36,12.97,wedding,stable,-0.03,0,{},1.0
Theodore Chadha,Male,29,Bettiah,KaamWaliBai,HouseHelpIndia,domestic,10,9,8,4.250589256019087,29021,348252,10563.01,19399,1.2,10000,0.03,1.7,1,True,694.0,49,graduate,59499,36,14.24,medical,semi-stable,-0.11,0,"{""land"": 110635}",0.0
Gaurang Mistry,Male,32,Bijapur,Vedantu,UrbanPro,tutoring,40,40,8,4.250589256019087,26493,317916,3426.67,13252,1.1,0,0.0,3.2,0,False,,0,12th,147007,12,11.98,education,semi-stable,0.15,0,{},0.0
Chaaya Sethi,Female,28,Bahraich,HouseHelpIndia,KaamWaliBai,domestic,53,49,9,4.250589256019087,21523,258276,2263.45,10142,1.2,10000,0.04,1.0,0,False,,0,graduate,29278,36,23.82,vehicle,stable,0.06,0,"{""vehicle"": 126640, ""home"": 1345390, ""land"": 425681}",1.0
Naksh Kala,Male,21,Guntur,Zomato,Zepto,food_delivery,28,23,12,4.6,17310,207720,6683.23,8660,1.48,0,0.0,1.9,1,False,,0,12th,105776,12,11.33,wedding,unstable,0.01,0,"{""vehicle"": 200829}",1.0
Abhiram Bal,Male,40,Dehri,Uber,Rapido,cab,57,62,14,4.9,35833,429996,11872.56,20098,1.08,10000,0.02,1.3,1,False,,0,12th,77920,12,19.58,medical,stable,-0.05,0,"{""home"": 787902}",1.0
Faras Pal,Male,36,Rohtak,Rapido,Uber,cab,20,14,12,4.7,8251,99012,1728.93,4753,1.02,25000,0.25,0.6,2,False,,0,10th,23354,24,11.05,business,stable,-0.1,0,{},1.0
Yash Nadkarni,Male,36,Serampore,Rapido,,cab,22,0,10,4.1,21498,257976,4815.18,11490,0.74,10000,0.04,2.9,2,False,,0,10th,14375,24,21.51,vehicle,stable,0.09,0,"{""vehicle"": 137725, ""land"": 548107}",1.0
Laban Savant,Male,46,Pune,QuickFix,HandyManGo,other,5,1,9,4.250589256019087,28194,338328,6984.25,17992,1.19,10000,0.03,0.9,1,False,,0,10th,91985,36,16.07,business,unstable,-0.09,0,"{""home"": 654055, ""land"": 589667}",0.0
Kamya Ramakrishnan,Female,46,Barasat,Yes Madam,UrbanClap,beauty,33,36,8,4.3,20377,244524,3467.37,11019,1.05,25000,0.1,3.9,2,False,,0,12th,44440,24,10.32,medical,stable,0.26,0,"{""vehicle"": 230533}",1.0
Akshay Barad,Male,32,Mysore,Rapido,Ola,cab,5,4,13,3.8,34288,411456,8922.95,14905,1.06,0,0.0,3.2,2,False,,0,graduate,38220,36,10.93,education,stable,0.15,0,"{""vehicle"": 257830}",1.0
Om Venkatesh,Male,43,Udaipur,Uber,,cab,55,0,11,4.3,24391,292692,5836.75,10568,1.14,0,0.0,2.0,1,False,,0,12th,114321,12,21.68,education,stable,-0.01,0,"{""vehicle"": 175240}",0.0
Aarnav Walla,Male,45,Kamarhati,Zomato,Swiggy,food_delivery,8,6,12,4.8,17879,214548,3520.91,8292,0.8,10000,0.05,2.5,2,True,645.0,33,12th,23379,24,12.23,debt_consolidation,stable,0.12,0,"{""vehicle"": 58441}",1.0
Ekaraj Kade,Male,35,Dibrugarh,Ola,,cab,29,0,12,4.2,12017,144204,3224.99,6389,1.36,10000,0.07,2.2,1,True,708.0,39,10th,29376,12,13.75,wedding,stable,-0.01,0,"{""land"": 265090}",1.0
Quincy Chakrabarti,Male,49,Guntakal,HandyManGo,QuickFix,other,36,30,10,4.250589256019087,33481,401772,3401.61,20072,0.96,10000,0.02,2.0,0,True,323.0,20,graduate,65385,24,13.53,wedding,stable,-0.08,0,"{""vehicle"": 148391, ""land"": 507918}",1.0
Vivaan Pall,Male,22,Kalyan-Dombivli,Ola,Uber,cab,13,11,11,4.0,14943,179316,5030.25,10378,0.96,0,0.0,0.2,1,False,,0,none,30049,36,21.89,business,stable,0.11,0,"{""vehicle"": 196081, ""home"": 1009412}",0.0
Samarth Pillai,Male,18,Kolhapur,Instamart,Zomato,food_delivery,7,6,10,3.8,23068,276816,4976.7,14081,0.86,0,0.0,2.7,1,False,,0,10th,113692,12,23.12,wedding,stable,0.05,0,"{""vehicle"": 189616}",0.0
Mohammed Patla,Male,46,Bettiah,Swiggy,Zomato,food_delivery,48,42,10,4.4,16489,197868,3336.5,6757,0.93,10000,0.05,0.3,2,False,,0,graduate,143052,24,15.9,business,stable,0.01,0,"{""home"": 1498717}",0.0
Peter Sodhi,Male,44,Haridwar,QuickFix,HandyManGo,other,7,8,9,4.250589256019087,27211,326532,8401.5,12202,1.47,0,0.0,2.5,0,False,,0,10th,55435,24,13.63,medical,stable,0.01,1,"{""vehicle"": 131826, ""land"": 810277}",1.0
Aarav Hayre,Male,47,Ahmednagar,UrbanPro,,tutoring,13,0,8,4.250589256019087,22898,274776,7397.4,9912,1.4,0,0.0,2.8,1,False,,0,12th,127841,36,19.3,business,unstable,0.18,1,"{""home"": 1002359}",0.0
Pushti Chandran,Female,30,Bokaro,HandyManGo,QuickFix,other,54,50,8,4.250589256019087,26858,322296,3010.83,18659,0.92,0,0.0,3.3,1,False,,0,12th,50467,36,12.56,business,stable,0.01,2,{},0.0
Ati Kannan,Female,37,Saharsa,Vedantu,UrbanPro,tutoring,9,3,6,4.250589256019087,17517,210204,4436.35,9559,1.27,0,0.0,2.6,2,True,630.0,11,10th,42667,12,18.33,debt_consolidation,stable,-0.1,0,"{""vehicle"": 82823}",0.0
Chandresh Bhakta,Male,36,Loni,Swiggy,Instamart,food_delivery,23,17,11,4.3,35244,422928,4895.82,14288,1.31,25000,0.06,3.4,3,True,665.0,32,graduate,17430,12,22.16,debt_consolidation,semi-stable,-0.12,0,"{""vehicle"": 178013}",1.0
Aditya Dyal,Male,28,Dibrugarh,QuickFix,HandyManGo,other,5,3,10,4.250589256019087,21550,258600,5502.19,9060,1.41,10000,0.04,2.3,0,False,,0,10th,134389,36,13.16,vehicle,unstable,0.11,0,"{""vehicle"": 195647, ""home"": 711885}",0.0
Janani Chakrabarti,Female,46,Junagadh,UrbanClap,Yes Madam,beauty,26,30,6,3.5,13789,165468,1777.86,5558,1.43,10000,0.06,1.0,1,False,,0,graduate,45843,24,22.18,debt_consolidation,stable,0.07,0,"{""vehicle"": 117226, ""home"": 335877}",0.0
Jackson Bajwa,Male,44,Shimoga,Instamart,Zomato,food_delivery,7,3,12,4.9,28447,341364,3614.4,17387,1.11,0,0.0,1.1,2,False,,0,12th,35884,12,12.15,wedding,stable,-0.09,2,"{""vehicle"": 286030, ""home"": 395971}",1.0
Vedika Devi,Female,48,Malda,Vedantu,UrbanPro,tutoring,29,32,8,4.250589256019087,19488,233856,3532.98,12560,1.18,0,0.0,2.7,1,True,411.0,41,12th,42752,12,11.82,vehicle,stable,0.05,0,"{""vehicle"": 216286}",1.0
Nachiket Balakrishnan,Male,18,Bulandshahr,Zepto,Zomato,food_delivery,32,31,11,4.8,28758,345096,9141.59,16246,0.93,0,0.0,0.5,0,False,,0,12th,26898,36,11.86,debt_consolidation,stable,-0.11,0,"{""vehicle"": 105029, ""home"": 1106286}",1.0
Zinal Pau,Female,42,Bhopal,Vedantu,UrbanPro,tutoring,3,5,7,4.250589256019087,30879,370548,3785.81,12733,0.81,0,0.0,2.4,1,True,468.0,19,graduate,17123,36,11.67,education,stable,0.14,0,"{""vehicle"": 279270, ""home"": 1154961}",1.0
Dominic Shan,Male,28,Bally,Rapido,Uber,cab,37,32,10,4.8,54946,659352,11297.58,30339,1.26,0,0.0,2.1,1,False,,0,10th,16026,12,17.07,vehicle,stable,-0.06,0,"{""vehicle"": 126767}",1.0
Nathaniel Chahal,Male,49,Bhind,Instamart,Zomato,food_delivery,53,50,12,4.7,15762,189144,2791.39,9465,0.98,0,0.0,2.1,1,False,,0,12th,117597,12,17.79,business,semi-stable,0.06,0,"{""home"": 972813}",0.0
Gagan Basak,Male,35,Guna,Uber,Rapido,cab,28,22,13,4.6,29713,356556,10016.27,20548,0.98,10000,0.03,1.0,3,False,,0,10th,90921,12,22.42,education,stable,0.15,0,"{""land"": 263372}",1.0
Falan Johal,Male,26,Mangalore,Ola,Uber,cab,20,24,14,5.0,25509,306108,8296.59,16414,1.44,0,0.0,2.2,0,False,,0,none,62223,24,13.77,vehicle,stable,0.04,0,"{""vehicle"": 242189}",1.0
Veer Nair,Male,25,Vijayawada,Rapido,Ola,cab,17,16,14,3.8,17982,215784,3517.65,10512,1.08,10000,0.05,2.9,1,False,,0,10th,111577,12,10.39,debt_consolidation,semi-stable,-0.02,0,"{""home"": 1263445}",0.0
David Chaudhry,Male,21,Tadepalligudem,QuickFix,HandyManGo,other,38,38,8,4.250589256019087,26583,318996,5758.35,12239,1.18,0,0.0,3.1,0,False,,0,graduate,137503,36,21.12,business,stable,0.11,0,"{""vehicle"": 92197}",0.0
Edhitha Tata,Female,36,Surendranagar Dudhrej,KaamWaliBai,HouseHelpIndia,domestic,5,5,7,4.250589256019087,19222,230664,3441.61,10008,1.14,0,0.0,2.0,1,True,553.0,6,10th,44614,36,21.35,business,stable,0.24,2,"{""vehicle"": 207581, ""home"": 782229}",0.0
Warda Prabhu,Female,42,Gorakhpur,UrbanPro,Vedantu,tutoring,11,11,7,4.250589256019087,20873,250476,6531.7,9653,0.93,0,0.0,2.9,2,False,,0,graduate,34001,24,10.64,medical,stable,0.18,0,"{""vehicle"": 130443}",0.0
Gabriel Hegde,Male,35,Muzaffarpur,HouseHelpIndia,KaamWaliBai,domestic,44,41,7,4.250589256019087,36490,437880,13214.03,20864,1.22,0,0.0,3.1,2,False,,0,graduate,75092,24,16.92,vehicle,semi-stable,0.02,0,{},1.0
Hardik Gour,Male,32,Bidar,Ola,Uber,cab,42,40,11,3.8,24076,288912,5507.55,10720,1.39,25000,0.09,1.9,1,True,713.0,36,none,109116,12,23.86,education,stable,-0.1,0,"{""vehicle"": 268656}",1.0
Jack Garg,Male,49,Bhopal,HandyManGo,,other,10,0,8,4.250589256019087,30822,369864,4037.24,14265,1.17,0,0.0,0.6,1,False,,0,graduate,144884,36,17.84,vehicle,stable,0.04,0,{},0.0
Onkar Saxena,Male,40,Hyderabad,Ola,Rapido,cab,54,58,11,4.6,22874,274488,6464.81,9833,0.85,0,0.0,3.6,0,False,,0,12th,90232,36,13.54,vehicle,stable,0.02,0,"{""home"": 727794}",1.0
Arunima Goel,Female,27,Katihar,UrbanClap,Yes Madam,beauty,17,14,9,4.2,34540,414480,4537.48,19633,1.03,0,0.0,3.6,1,False,,0,12th,71561,24,19.97,education,stable,0.03,0,"{""vehicle"": 198292}",0.0
Harish Sethi,Male,32,Shahjahanpur,Ola,Rapido,cab,50,55,11,4.1,34240,410880,7045.37,23457,0.81,25000,0.06,0.0,2,True,576.0,51,12th,148167,24,12.3,education,stable,-0.03,0,{},1.0
Agastya Kota,Male,28,Thoothukudi,Zomato,Instamart,food_delivery,31,36,10,4.5,21026,252312,6543.48,9732,1.2,10000,0.04,2.8,0,False,,0,12th,94441,36,15.48,debt_consolidation,stable,-0.16,0,"{""home"": 882246, ""land"": 526131}",0.0
Chandresh Chada,Male,36,Ambarnath,Uber,Rapido,cab,16,15,14,3.9,19043,228516,2191.64,8888,1.17,10000,0.04,2.6,2,False,,0,graduate,77466,24,16.64,vehicle,stable,0.0,0,"{""vehicle"": 112470}",0.0
Anay Lalla,Male,30,Belgaum,Swiggy,Instamart,food_delivery,20,21,10,4.6,24219,290628,3427.54,12392,1.06,0,0.0,0.5,1,False,,0,10th,144793,12,10.1,wedding,stable,-0.09,0,"{""vehicle"": 92168}",0.0
Hredhaan Handa,Male,43,Udupi,QuickFix,HandyManGo,other,26,27,11,4.250589256019087,25559,306708,9522.26,10294,0.9,10000,0.03,3.7,1,False,,0,12th,97909,36,15.35,debt_consolidation,stable,0.05,2,"{""land"": 692154}",1.0
Sarthak Divan,Male,49,Coimbatore,QuickFix,HandyManGo,other,53,49,11,4.250589256019087,31040,372480,7421.63,15733,1.05,0,0.0,0.0,3,False,,0,10th,86478,12,15.46,business,unstable,0.01,0,"{""vehicle"": 270693}",1.0
